tweet_hash,full_tweet_text
d8670c2a1428659a966f5e64463bf602,"Plásticos nos Oceanos
#plastic #plasticpollution #plasticoceans #ClimateChange #ClimateEmergency #gretathumberg https://t.co/eeueQrbOMh"
c624ddd18c0a9fc11a394d1dcc2bdd6e,@andmichaelgreen Nailed it! Was swarmed last night at dusk like we are not in a southwestern dry oven  but some humid climate more like the rest of the world's summertime.  What in the good globalwarming is this? https://t.co/uWdYLXTWoq
140740ba833f4f7fc0afbd6b9c55f40f,This is absolute truth and this needs to go viral
4e2e09d7f65a8b2cc20bd642ad1bb289,"2020 is so weird.
Reduced methane, impossible whoppers, it's almost like science is real, BK recognizes it, and ... dare I say, being part of the solution.  Thank you for this gasp of a giggle and hope."
af0da88a01196e138d6ea0a3f26f7e2c,@kristinohlson @MantisShrimp10 @OcrazioCornPop @joshdcaplan Thats because this is in direct conflict with your new book about climate change.
078880ad3ba1d1a6ee8a2b188f71e127,"@AnnCoulter Oh, are you a climate denier too? Are you also an anti-vaxxer?"
5227379923183a68e19b9a3968cee3a6,"Can't make the climate sit-in downtown? Would you rather keep it local with a smaller crowd of your neighbours? Join us for a safe march through the Beaches to show our support for climate action.
#ClimateChange #ClimateActionNow 
https://t.co/Js1Zn377nW"
ed7b3ed36b77ba478a4906edaaf59589,"@julia_politics @Sillyshib I agree with everything you've said, &amp; forgive me but I can't see a way out. Not for a long time - I just don't have faith in all/any institutions to hold up their constitutions &amp; values in the current climate (press, MSM inc)

I think it will take more than just encouragement..."
dc0d62d3b2f44098f84976ca004ab6b8,BlackRock and other major institutional investors like LGIM signalling serious concern with #Exxon’s disregard for the #ParisAgreement. Approaching a tipping point for transition? The future of the planet and their business depend on it.  https://t.co/Hjkk4goI6N
d04e47d988370bfb8aaab3b47801de5b,Climate Change Drove the American Mastodon to Extinction #Futurism   https://t.co/xb6ir9tH5y
87bfbc50941a3380c6125e99e0cf1b7d,"@CitationsPod @BasavIPS Great episode. 

Wanted to add that ""the planet,"" which seen catastrophes beyond our imagining, is not threatened by climate change. The planet will be fine in a couple million years - we won't. I feel that it's more accurate and precise to identify humans/complex life as victims"
86f8ded030b40bea3d060a0cf9f81ec8,"From climate change's impact on infectious diseases to the future of food, join our webinar series and explore key issues affecting the environment and society. 

Register for our launch event here: https://t.co/lc2fXpiKqh https://t.co/Iy8nMzqzsD"
95f0018d16941f538ed42b087b9cb0bb,If dinosaurs were real and you accept it that implicated the sum total of geology and climate science to logic rigors which default to destroying both of those areas of study
96e709d8e146b3f472dd0bf0c7c471bd,"@FriendsOScience The tragedy of the climate alarmists, it’s just not happening. Year by year, the climate fails to listen to the media and refuses to be apocalyptic."
25cd320cf14e953752f277621e838f2a,They’re also getting smaller. It’s horrifying.
228467b9172ba9f361c500ea2eeb49ff,climate science in 10 minutes by @dougmcneall
9b4845430953b2d52ab88d1baea563e3,New insights on the AU and Climate Security by @SIPRIorg 👇🏽 https://t.co/p1t1gT0vLi
a0c8c20993eb1e3203b90963636ef9ac,"America First, my ass! It is all about Trump First."
0869a4d580670243dc2f3c6b5e9abb16,"Biden wants to get back into the Paris agreement and deal with climate change!

LOL!  Yeah the globalists are losing money under an America first Trump Administration.

The globalists are counting on Biden to once again tap the US taxpayer piggy bank based on climate hoax."
c4ebd06417efb90dc34992ae75ddea33,Voting next door on Saturday! https://t.co/IUpvB4gRs1
69cc930c45fb63f6431e095c535e310f,@NakabuyeHildaF @GretaThunberg @joshuawongcf @LicypriyaK @NamugerwaLeah @howey_ou Thank you for supporting Hongkongers! #save12hkyouths
70b773c39f28f15eba560b8b7889e025,Read this thread. Citizen engagement is vital in raising awareness and tackling the climate and ecological emergency fairly.
f092a366d5e26c09b96986d03a58c3ee,PENSACOLA Aug 8 Climate: Hi: 92 Lo: 77 Precip: 0.61 Snow: M https://t.co/810O9MiVFi
3002d84990032becd1c26c46d00cf710,"@kalahar1 I know, I know - climate justice, climate equality, right? But holy crap, the global south/east is going to get hit the worst and first (probably). Abrupt climate change is abrupt climate change, there not much point developing your economy if it's going to be destroyed by AGW 🤐"
f75cc0272384bccdf6f442ad179cdc39,"Black Hole EU Deal - UK Win, Ireland Lose / Bad News for Climate Nutters... https://t.co/mUlhS0847W via @YouTube"
68964bdf9d7377ef22e106060fdfb226,Day 2 of MOTEX today! Look forward to seeing you all there @TignesOfficiel @saalbach @Ski_Lifts @skinewgen @MPIBrokers @TeleSkiSnow @ThomoCom97 @listex_uk @sastex_uk
4374be45b9c8c90c7cb13cc5ff59c9d4,climate wars/apartheid and eco fascism on the horizon. hope we're ready
51dfc11b5b0896ce6229e96f3a2e92fd,"Best argument to be proactive on climate change.
https://t.co/QDeqJIx73N"
29bed4650409cdce8927b7a15cea60cc,"@KoomikkoKivi Ongelma on se, että ihminen on osannut tehdä maailmasta liian hyvän paikan itselleen, lisääntynyt ja nyt tuhoaa itsekkäästi palloa omaa etuaan tavoitellen. Onneksi tulee ilmastonmuutos joka reguloi hävittämällä ihmisistä ehkä &gt;95% ja monimuotoisuus palaa.
https://t.co/HM6hUHwp16"
7f74fe8a877b6cd558d70c67059f2758,"https://t.co/48654ujhEB. White govt divy out, crumbs. After white  millionaires club, put gold reserve, into their pockets of privilege. @BLM_AUS @ABCthedrum @MayorBowser @TEDTalks
@JoeBiden @OfficialMLK3 @MandelaDay @GretaThunberg @EcocideLaw @ITK_CanadaInuit @AICCSC
@NITV @smh"
26adef6c146b6b666295d59fc90fc932,"🌏

The UN reports that emissions have already surged back to pre-pandemic levels.

While for many of us everything seems to have changed in 2020, the sad truth of #climatechange remains as inconvenient, and as true, as before.

Warning: scary data!

➡️ https://t.co/RKOslxLHUO https://t.co/ynFSRRltBE"
1598cefe57626a5515fdd3bd7c68325e,"#AI has unlimited possibilities across domains, from climate change to space exploration. But like all tech, it is fundamentally a reflection of its creator. W/o #women in AI, it will always be biased. 

Take it from @women_in_ai founder @MoojanAsghari: 

https://t.co/oDEU97Ktxw"
a2fd52ec4ea1e12d8bbc6e3802bb537d,"@CapturingChrist Thought: if you think acting now to prevent potential disastrous consequences is a good idea in the context of climate change, you ought to do the same in the context of Vishnu."
6797aa71144652c38c6c5215f6d4bdb4,"I am angry too, sometimes. And, I believe the current political, racial and economic climate exacerbates my anger. Your feelings are legitimate, and we’re not the only ones. How we work through those feelings is what counts!"
982f53a4c30e12d113f05f4a6a13299e,Dos tuits que juntos se entiende mejor: https://t.co/t6oNs3ZaCg https://t.co/zf6JLqZW3W
33dadafa6fd74c210b495577771c038b,@lukeand5sauce @miakilgourx @hiyaellenx Sorry but this is wildly unfair. If she’s gained this tan by natural means (like a lot of people do) then there’s fuck all she can do. If she lived in a constantly sunny climate then she’d be this colour all of the time? She can’t spend less time in the sun for your benefit?
8a9c340a57c064cf35ab33ff4d64bf93,Perhaps because she’s a sociopath just like the rest of them? And don’t actually care about you or this nominee? Only her corporate donors? Who does things like this to young climate activists begging to save our planet? https://t.co/KJ67Gy9XwY
f793936c17a94dff5849be4331507ba6,"How to make #fat and #sugar sexy, again? Ben &amp; Jerry's answer is political activism. Same sex marriages cancels obesity and BLM cancels heart diseases."
8adc9be337d381a51d26aec46eccb6bb,"@AOC https://t.co/UrU0aJETPf

For anyone doubting climate change please watch!!! This will help you see the truth!!"
837fa971949b1c7b4a230cb24f526087,"뭐야 이게 왜 알티타죠 알티 하시는 김에 제 메인트 봐주시고 알티 서명 부탁드리겠습니다 모두 건강하고 좋은 하루 되세요
https://t.co/HZDiDSOv4p
#기후위기_서명운동
https://t.co/iwmAzVcqJK"
bddc93e288937887a6e59cb3b3021907,"@JoeBiden @KamalaHarris Please let’s cover everything not only racist topics, the economy health insurance jobs foreign topics and Climate Change. We know about racism, we live it everyday but there are more problems to be solved PLEASE"
6c1ea089f23c062bd0ae4099510007e4,"#SriDOCS hit 3⃣2⃣3⃣📚

today's update 👇 

Big #Oil Reality Check. Assessing Oil And #Gas Climate Plans ""@PriceofOil 
https://t.co/Lo6fymvfEp 

#fossilfuels #climatecrisis #sustainablefinance https://t.co/AK9LIBQhyC"
3aafd6f9dfbdd58076e9da150f9d20fc,@JoeBiden Can you explain why the Obama’s would buy beachfront property if the oceans are rising! It sounds like they don’t believe in climate change! Al Gore bought I big mansion with the money he made from the climate chang hoax! Not one solar panel on the roof! https://t.co/MRZT9uEg5T
81ca2bd8762bdf9e2b61a252527eccfb,killing babies is 🥺
0050422fe6451d38e423f6c321d40e70,@godmoringmm @GretaThunberg Your bio says you live in India??
c639d6c75e41ee2fe5b34bd43125e11c,@ClarkeMicah No doubt the lack of maintenance will be blamed on the coronavirus/Brexit/climate change/austerity
7353c73a97d8e21f426b43ea61a70fca,"""If corporate leaders have learned one thing from COVID-19, it is that such signs must not be ignored and resiliency must be built into successful business models. Nobody is saying that this is easy, and most organizations have a long way to go."" https://t.co/3yml1zBCK1"
e5a049db74b87a64539be46e4bedc7d1,"26 Aug (Election-69)

2017: Hurricane Harvey hits Texas

2018: T not asked to speak at McCain's funeral; 2 killed in shooting at video game tournament

2019: T skips G7 climate summit but offers to host next G7 summit at his golf resort"
853b315a964d88dab9292d84ac165b87,@GOP BIG LIES .....ITS WHAT YOU DO WHEN YOU ARE LOSING
36bdb5edc66c09de402f62b1529bb9d7,CAPE HATTERAS NC Sep 1 Climate Report: High: 90 Low: 77 Precip: 0.08 Snow: 0.0 https://t.co/uhyf7wH7s2
8fbe6b545ffc6b1cbc972052938dfef7,"Holy Hannah! 
This is rich! https://t.co/gfyDrHXGhN"
65f1c5db1fea3b9c023e26ed6d3bf85d,"@RevistaISTOE @felipeneto @GretaThunberg @Malala Que nojo desses""líderes""e colocar Malala, junto com Felipe Neto, é muita injustiça, ela não merece. @felipeneto é uma boçal, inconsequente, não representa a juventude, só se for a juventude perdida."
55ca4dcb4f6bb40850fdc013847c2b03,"Last night I had the humbling opportunity to introduce an exclusive @WildscreenFest conversation between Sir David Attenborough &amp; @GretaThunberg. Moving, powerful &amp; a clear reminder that we must not waste minute. Climate change are symptoms of a much bigger planetary crisis!!🌍 https://t.co/lgDRffcmrQ"
8507f953c31da90193a72dd4621d3ea2,"@ManOfTommorrow @KarlRobinson02 @Cris_Paunescu @GretaThunberg You need some evidence before you declare that an engineer is ""antiscience""!!"
2dff3bbc066356dc62d6455487a17fdc,"What triggers this Karen is: 

Racial Inequality 
Social Inequality
Sexual Inequality 
Climate Change Deniers 
Health Science Deniers
Dictators/Wannabe Dictators 
Brexit
#WhatTriggersKaren https://t.co/HtCHhUyqs5"
f7cbea6b8a94d9297b6bb4d848447d0c,"My Latest Blog about the challenges of Climate Change to Pakistan

https://t.co/VkVNBYgYMT

#Maulana #PakistanArmy #MeToo #PrimeMinisterImranKhan #PCBJawabDo #Ahmad #Iran #SaudiArabia #AmnestyInternational #motorwayincident #WorldHeartDay #tabbaheart #GOLD #Food #FinalReport4SSR https://t.co/tOdOk8vH8Y"
8c4635c8e85e4a85eb61f90cabc5b438,That’s exactly why we’re keeping @RepCunningham #sc01 #scpol
afac075a20b2909e9997a8cc6789095f,"Concerned that gas led recovery plan of @ScottMorrisonMP will worsen #ClimateEmergency? Join the Nature Conservation Council for ‘Cocktails, Controversy and Conservation: a gas led disaster’, an online talk with @LockTheGate and other experts on Thursday. https://t.co/FEhkhh1oav"
20afb445fd7edd96687312eaf06919d8,"Britain still failing on climate crisis, warn advisers. https://t.co/X9ZdCMDKaf"
631fc88182a1194e02ba00fbaa88122b,"Supporting Paedophiles
That's what your doing
Gemma in to you mate"
b3b65b204d6e042e66853b53bbc26569,"Now, stop bragging about your work on climate change, poverty, global warming and other crises.
You are responsible for whole destruction of this planet
 #actforchange #SaveTheChildren #savetheplanet #poverty #nuclearban #health #Genocide #Holocaust #pollution #ww1 #ww2 #Europe"
a67fdb9b536288d3618acaeab3f09c3e,"@Jasmine73778678 @BadWolf_63 Lol by climate change? There’s another movement designed to take huge funds from wealthy countries to others less economically successful &amp; selectively imposes rules on 1 country &amp; ignores others. Sounds like Global communism to me. Wow, no wonder Hitler almost took over the 🌎"
67bd2b8751829a71bfff0b51965f327b,"@Koobly_Oobn_Kel @BostonCathSupt @CSOboston Okay fair enough. 

And it may not be inherently safe ever again. If the parent, as consumer of the commodity of education deems it safe, then some organization needs to provide the commodity.

Mandating that all kids go to school in this climate would perhaps be idiotic."
ca4dfd0e714afe7217b012fcfd71b598,"As Party of Climate Denial Meets, Wildfires Rage and Hurricanes Target Gulf Coast - via @jricole https://t.co/GFYTZVf0c6"
fa1a5b42bc493ce75a741170c6b62508,@ZLabe @GretaThunberg https://t.co/OskIWsSVWy
eba90d9ef7cc1c99e9bed7f8e248da75,@LBC I have no interest in these 2 woke individuals apart from this observation. They left royal duties and the UK to get privacy. They then start preaching to us over climate change and Join the BLM cause. Then the overstep their royal protocol and endorse sleepy joe.
469917ee0f6cd5f41f584de9b05c0341,absolute dog shit take https://t.co/8imp603X4Z
d22097c6d14116462245940ef615af7a,"Climate worst-case scenarios may not go far enough, cloud data shows https://t.co/1H4M0fwBGv"
3c16b6d2ed5b7e0cc026fed80107fd87,#auspol #EdenMonaro
9c36dc11655ca3b8d28fce4e333cddee,“The decisions we make as a #civilization in the next several decades might influence the #climate twice as far into the future as our #species has existed in the past.” @PeterBrannen1 https://t.co/VmEeD9tRvJ #ClimateChangeIsReal
3567db2b6dbdba10b5e1cded48eb97c5,@GretaThunberg Hashtag wear a mask....please support global  fight vs Corona and change your Slogan to Face mask climate change please ....😘
42dc78e4dfc459c3b361841d8d8ecc12,"Hundreds of retweets and 'likes' and silence from the supermarkets. Any chance of a response, @SainsburysNews @waitrose @Tesco @AldiUK @Morrisons? There are dozens of fires burning in our national parks and nature reserves *right now* and caused by disposable BBQs. https://t.co/Y2hBO7tl5X"
eab7ce9cbe88c52ae75f8f5e3bb032ba,@IminHisbook @GA_peach3102 Climate change bullshit
43b73351b1752abcfc30c2c681efcce2,"Hey like how climate change bout to wreck our asses, this is gonna prove to be a useful skill."
4cad709aa7d7de7296234ab15f884940,"“Science should not stand in the way.” That’s one of the gop greatest hits. They use it on climate, disease, mental health and any other issue that science doesn’t back up their narrow worldview..."
faacb45deba109d7b9ed37e06757d61e,"On ferme une centrale qui produit de l'électricité sans carbone, et l'on développe les énergie aléatoires qui nécessite du gaz pour équilibrer les réseaux.
En prime, les émission de méthane liées au gaz explosent.
Bravo l'Europe !
https://t.co/zFccDBFcvN"
42a3218700bc1e47e2c96c5ebe6c91a5,"Great overview from @SSIReview about #Energy2028 initiatives at #Middlebury.

""Several generations of students organized and pushed administrators to accelerate Middlebury’s sustainability initiatives."""
8382b841d21d488b4d463d3ad739ce97,"What did you Dems do with the last money for the last 4 huge fires? Did u clean out your fallen trees? No gavin spent on illegals, fake money laundering into China for face masks, 300 million. How much did u get back into your pockets......"
1b76a55ad18d5c960f30482936c17e30,"#VoteReady #VoteForOurLives 
#VoteBlueToEndThisNightmare"
5fa58f03552c0725311415fd8fdfa018,"Excellent. #ClimateAction can’t live in a single department, it cuts across all of them. An all of government approach is crucial."
0a32f6a4704bff4507a9f297351c0fa0,find any way around deniers. they are old and will soon die out
bdd33c5a62df2ed054bdafd3cde01736,"#HIVETwitter please vote 🗳 

#HIVE $HIVE #Crypto #recycling #ClimateChange #GreenNewDeal https://t.co/rtS1tTAu5M"
c5430e2a16ba2897fad8f965a7000f26,Wildfires have burned in forestd for millions of years. Fires are bigger in years after heavy ppt and in places w anti-science repressed burning policies. Newson is demonstrating his ignorance of fire ecology the climate system and foolish anti-burn forest mgmnt policy
97a221d80266cbdd0e154146a166cbf4,"We already have our struggles against climate change, thanks to capitalism. We need our government to stand with us to protect our biodiversity and climate. @PMOIndia  @moefcc #WithdrawEIA2020 #IndiaNotForSale"
3bee8532e279d8bebbde34893ef98e99,"On 2020, World Breastfeeding Week  is focusing in breastfeeding impact on the environment/climate change and the imperative to ptotect, promote and support breastfeeding for the health of the planet and its people."
9ecc25a844d67df5dfc99b588ebed5c7,DALHART Oct 13 Climate: Hi: 80 Lo: 40 Precip: 0.0 Snow: 0.0 https://t.co/RK2WLQQeJh
8dde029141159845d78da24407b2d49c,"#MODIJI_POSTPONEJEENEET 
@narendramodi @DrRPNishank @AmitShah @Swamy39 @JPNadda
Ab donald trump ka tweet ka wait kr rhe ho kya ? 🤦‍♂🤦‍♂"
912e5a8204d954c450e6dd134168681d,"Ecocide should be International Law.
The whole of nature is suffering at the hands of ignorance, greed and human indifference."
1ffd2abfc16bce2042faf09ebf1df5f4,"We’re calling on people from around the world to sign our petition https://t.co/mHClfUxrPI to stop the US Chamber of Commerce from blocking science-based climate legislation. No matter where you live, your voice matters. #ChangeTheChamber"
b6512a6e963ab5e7128c31102c96be2c,"Dr Melbourne-Thomas says that it is difficult for people to understand climate change as it is a large-scale and long-term threat. Dr Adler agrees, adding that climate policies should be explained to the Australian population clearly #MECO1003 #UTAS_"
4032b6e4f924ba684e24ed9aa205b011,"Join the Guelph Institute for Environmental Research (GIER) in their webinar on Thursday, October 15 to discuss the  ""The Climate Emergency"". See below for details on how to register ⬇️ https://t.co/ifPcATMMHf"
0afad30d99ee13f78b8c009f99b383e3,"To Young Republicans, Climate Change is Fact, Not Fiction 

""Not only is addressing the issue important if the GOP wants to retain younger voters, but there has never been a better time to present a new way forward.""

EVP @danisbutcher in @RiponSociety: https://t.co/t0IfwReF2J https://t.co/F1xe5zCecI"
bd179d19f72f5f43c32e8bac8d13ff1b,"@alexhimelfarb The spin ties verything suddenly hinges on COVID19, racism and climate change...
what's next.
# lunacy"
fbc17c1e75a7c68d050cdefc3cef2e1b,"“I don’t think science knows, actually,” Trump smirked. https://t.co/RLbz5F22iX via @slate"
9a34a4f5ebb623b580a44507e8d4f112,Doing climate change cope right now by making a very tasty sandwich for lunch
989669e48917b3679f407a36e34285d7,@sachinjacobk @GretaThunberg @PrakashJavdekar @moefcc Nice combination
4bc0f45d5a3a7bba7100b19ae28fd143,The latest Organic And Green Living ~ Daily! https://t.co/fe9s2Qag8m #nature #globalwarming
f454a7e5f2cb5f22426ec50db47d1742,@NPR @kayleighmcenany better get to work “spinning” that one. unless ur actually going to stick the opinion that climate change is an “unsure” thing?
8a544865c2b9bc3138bdf5922f637342,@GretaThunberg Oh no American Antifa protestors have set fire to the Brazilian wetlands too😱😱😱
3987b856f446dc2f3f8c7c5425181e8d,@60Minutes https://t.co/jcRh9ERwiM
b65d534e8edb4b945a101284c7f43e48,"@RashmiNairPhD Strange kind of 'love'! U  cruelly eat them? Do some research on effects of meat eating on health, environment, climate etc. Meat industry cruelly breeds, kills animals."
26a61a056db1523ceddd0995f1a0a1ed,The latest The UK Weather Daily! https://t.co/fp3A6SdtlG Thanks to @JohnLalor18 @rainerzufall_le #globalwarming #notonodeal
84dcaeb0670585c288bc869d58fa8547,The future of farming ...Africa needs this!
9b9492ef4693ed44b841c770c7dc7979,@WhiteHouse @realDonaldTrump Removing regulations meant to combat climate change. I am sure that won't come back to bite us in the ass.
d6249722c39a9ca521ff6391f93f98af,"Nothing is free you buffoon. 

And you'll raise taxes for everyone, I don't care what you say. None of us believe that shit.

Also, make $10K or $10B, we should ALL pay the same percentage. 

Also, taxation is theft."
2e27776a096e043e0951fce605370aa3,"...Consideration the climate we live in. When black people have a heightened sense  of awareness, is it prudent to handle this situation the way they handled it? No. His argument falls flat on his face."
4257f0a69191da0890d892427e65829a,Nog meer zorgwekkende argumenten voor een duurzaam herstel. Uitgangspunt móet zijn dat de daling van uitstoot door corona moet worden doorgezet en niet meer omhoog mag. Dat vereist harder reguleren = o.a. een harde CO2-heffing zonder uitzonderingen https://t.co/UoH8CzX665
1ccda0bd27b24ce7da86b14de460a710,how tf is climate change a debatable and political topic in America? i really don’t understand how some of them can think like this
4f330a3f1388baf41a9b2a3b026fba75,"@oh_theogony *In, our, current, cultural, climate, there, is, nobody, more, bland, than, writing, professionals, who, base, their, identity, on, the, presence, or, absence, of, the, Oxford, Comma"
21487ac86af9dbf446a035e5820a2e80,"In our conversation, @JohnKasich repeatedly complimented 18 y/o @Jamie_Margolin for her ""passion"" and ""articulateness"" on climate change, while also telling her her ideas would never work.

Jamie did not like that. 

""I'm done with empty praise,"" she says
https://t.co/lchPbT622l"
186af0f12c1a0788b3c558d3fd4578d2,"@senrobportman Every day a tweet on the Parks. What about climate change? Repubs the party of science deniers. Trump rolls back regs, opens up previously protected lands for development and believes climate change doesn't exist. Get to work on real issues and do something about CC."
2a83c58922265815c29b52f479b8eb5f,UNFCCC Papers Highlight Technologies Supporting Low-Carbon Transition https://t.co/7nlSx7LDd4 #energytransition #EUGreenDeal #ClimateActionNow #ClimateAction #ClimateChangeIsReal #ClimateEmergency #ClimateCrisis #GretaThunberg
c48ef4855aa9710838855841c176293d,The problem with people acting against climate change is similar to the problem with an alcoholic trying to stop drinking. Let me explain why:
ad7b51ed68836a905905e1d11b351cc9,"The vote will be 6 -3 🔥
Awkward huh ?"
92e45540ba9b438df6da372f631ee542,"This guy gets it. @EricRWeinstein 

        ...hell, he tried to #bootstrap a way out.  #IDW"
4f4d546722b038cbabc0ff077cf17567,"@JennaEllisEsq @stillgray What a disingenuous load of shit. 

1. The biggest was started by a lightning strike. 

2. Climate change has made the spread and start of these fires much easier.

Who the fuck is out here still denying climate change?"
9acc031d54c09d8be902c2399d7b5847,"GUEST POST: Carbon Choices: Common-sense Solutions to our Climate and Nature Crises
By Neil Kitching

https://t.co/El8JuA7VWe

#ClimateChange #Sustainability #COP26 #nature

@carbonchoicesuk @CarbonBrief @Carbon_Literacy"
6beb42aeb7418d26d31dc9adebfeeed0,You’re a moron David
46ce8c5e8d83d981b1d37f0062062ec2,"@aarbypls i find that read incredibly cynical and counterintuitive, pelosi frequently frames issues (impeachment, healthcare, climate change) as personally grounded in her faith, so it would be odd to claim this is an isolated moment of opportunism (1/2)"
73bcd46f31cc14f1d472a06534e0f150,The BBC also lie about climate change 🤔 https://t.co/OPVWUofY69
460ac72aa1e79346c1f1ec004d3ab034,"@chri5m0rgan @Foolsareblind @JoinUN75 Focus on why it happened, it's not just us

Aug 2016 
➡️‘inspired by Brexit
➡️CLEXIT is spreading worldwide
➡️CLEXIT aims
➡️to prevent ratification of the Paris global warming treaty promoted by the EU / UN &amp; their green army' 
https://t.co/XWk5toxSce… 
➡️https://t.co/QGUTp9clEZ"
0a4b20d233890d49c6a324486a5159ad,someone just asked a scientist on sky news ‘how does this contribute to the evidence that climate change DOES exist’.... ????? are we still questioning whether climate change exists???????? im tired
a8c210f9201a3a96167cfc24d53bb8ea,I will be there! #Rise2Resilience @OurWaterfront
c3757faf1377c008faa90d7d3e3979f1,"What’s Green, Soggy and Fights Climate Change? https://t.co/Cu4pg2UgjQ"
5f57526f409435a577d4cb13c485e4f4,"@JournalfranceM @GretaThunberg @FiorediCardo_ @TIME Maybe this helps to understand
https://t.co/2RXXkBp8y4"
2d15632ada7ce9dfd86bba2bf0f7c22a,In 2005 I was probably drunk in a bar somewhere. This kid had a full life ahead of her and has done more to protect it than most of us. #godbless @GretaThunberg
c4232528f56f7827b2ac5db0526fd1e0,Math? I’ve heard of it. I wouldn’t say I have strong views on it. https://t.co/uawpgeqJqw
ef8f671f93ab9a9b4d548241b4192f5c,"Plastic contributes to climate change. Most of the plastic bags are made of polypropylene, a material made from petroleum nd natural gas. The extraction of these gasses causes a change in climatic conditions...
#SayNoToPlasticBags"
37df882f14b030d9731580ce8528cf44,Famed NYC clock is now counting down to Earth's climate change 'deadline' https://t.co/TwtMUBnkhD #easynews #feedly
915e43ed16fa7ebf5a75e8dba6891bc6,Is global warming still a thing or can we only say climate change now I’m confused
9c4e69ae0e16fc2879c6d0cb1d470b32,@globalnews Well it is what it is. Hes probably going to go away for a bit. he wont get off. not in this climate.
7e8873a8827ba9e25edf76bdf7a1ffbc,"@rak_strong “Climate change.” That’s close to a slam dunk answer. Whatever level of worry people have about it, it’s far from enough."
83f026b9c2695501465cb42600cfa28a,https://t.co/VJ2pSvcNYd
de5b4b0632eab05995372cd7dfb98d4b,"@wingsday2 Where in the clip did he say “Bernie or bust”? Because I’m totally lost here. In the clip he makes a point that climate change is a problem. The lady in the clip says no, it’s not a priority. It is a priority. I don’t understand why you’re so insistent on this quarrel"
597ab8554c19d67ab5d2cd62ca9eb361,3/  https://t.co/b5mQD7Fyh5
eeb5ba1266dfa2493a8da521ecee4306,"Air pollution threatens the climate-- and, as we now know, healthy pregnancies. The health impacts of pollution are disproportionately put on low income and Black and Brown NYers-- part of making sure NY is healthy is reducing the climate burden they face.
https://t.co/3FjCJ1eLlq"
e6f1e7ad51b553ac7b8ce5a790ff13e5,Boycott! https://t.co/sN9sLvo1RZ
0b66474dba0c490919099c053dfe3566,"Honestly so what if all this stress is going to take years off of my life, with climate change will the human race would even be around that long"
6ab505dd55c650ecec2df20dbf85a35d,"Today @WildEarthGuard joined @westernlaw, @chcdelta, @HCCACB, @CenterForBioDiv, @sierraclub in filing suit over #Trump administration plan to #frack and mine western #Colorado!

Lawsuit aims to defend North Fork Valley, #climate from #fossilfuels,

https://t.co/T7VnXsIsqt"
0a4cc4b3d86d57d6ce5d99e685f1f7a6,"Harris: our climate is killing us!
Pence: but taxes!
#VPDebate https://t.co/sRRBzumkND"
a914076ec8bc599d4c51e4d148604d14,https://t.co/mC4AMl5kYt
7647df3e00141a79288a76a57c2a4775,"“We need to harness our collective energy &amp; wisdom to build a better future.” - A wonderful message from @DrJanetMorrison for #GlobalGoals week!

Thank you so much for your work with our @CICanImpAct Pres. Advisory Committee &amp; your commitment to sustainability @SheridanCollege!"
77c090a5bb49e13c006e992760271ed5,KINGMAN AZ Jul 19 Climate: Hi: 105 Lo: 72 Precip: 0.0 Snow: M https://t.co/KiB3ZyM7rw
5cef2a49b185e8d88b17c2e49b2793f8,"It's all well and good for Biden to trumpet his bipartisan cooperation bona fides. But McCain's GOP is gone. Hard to imagine any serious, transformative cooperation across the aisle occurring in today's hyper-polarized political climate.
https://t.co/4Gih6nMRh3"
36297ee41da9afaa6f794037244c5211,@FloridaSurfer07 Natural disasters made by climate change destroy businesses all the time. Stfu with the fakeness. You don't value black people and their cries. You're concerned about stupid ass shit. Damn racist.
15edf3ff623e113e6ff40c4285758572,"Joe won hands down.  His definitive policy goals on immigration, health care, and climate change will draw a lot of heat, but gives me hope that Biden-Harris will live up to our moment and lead all of America to a better place.  

Be Bold with Biden!"
a7a7c965ca102c6fe4944659ac146e2e,"🌞 Do you buy your skincare based on age or skin type? We found a better way! 

Pour Moi Skincare has an incredible line of products tailored to your CLIMATE! Can't think of a better state to use it in than AZ! https://t.co/1PS0lGIMMP #abc15sponsor https://t.co/KBlYTYAD0v"
44e7341a9f45c15bbc08cba6ca460151,"@gmeeus2 @favybabey @Reuters Snowing at one place. That's cherry-picking. I have no time for climate change deniers.
👉 https://t.co/kcMXiwoT5X"
779fcde69a11d47fb3679efa2fdc28ca,How did they tow the boat there??? Did they all arrive on Aladdin s carpet? Fuckin bogging bastards
7daf944ebde707d2cfff5e0f8cfc1908,"""Health is a human right and is interdependent with the health and well-being of ecological systems.""

Canadian Groups Fight for Covid-19 Recovery That Prioritizes Human and Ecological Health https://t.co/rwAFRn5qdd

#TuesdayMotivation #climate #coronavirus #health #Canada"
fafd8b8f4dce5281b884425328a9cfcf,"@BBCSportScot When you debase the product by it's presenters, you treat the customer with contempt

A shocking show that I used to watch avidly, but will not watch this absolutely amateur production

Totally irrelevant in todays climate. Sooner the licence fee's abolished the better"
aa93703bc2cc73bea6e8e8d7938f4971,"If you are concerned about greenhouse gases, we should be generating more of our electricity from nuclear power.  If you consider it too risky, look at the graph in the parent tweet.

Don't be persuaded by MSM propaganda.  Base energy policy on data &amp; facts.

#KAG2020
#Climate https://t.co/HVwEW4zQFI"
